file,sent_idx,term,sentence,suggestion
2005 - triangle.txt,207,fast,PR-2: The basic artificial intelligence must operate fast enough.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2005 - triangle.txt,253,fast,PR-2 The artificial intelligence must operate fast enough.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2005 - triangle.txt,256,easy,Appendix C: Stakeholders Major Stakeholder Value Attitudes Major Interests Constraints Researcher Research Seek new Theoretical Consistent s value research problems to be and problems solved scientific layout for the program Basic user Entertain Relaxing Fun value and Must run on /game ment atmosphere interesting game low-end player problems to solve workstations and be easy to use Game Platform Concerns about Research and Documentati developer to test the ease of easy developing on needed new developing of new games to triangular games for the understand games platform the methods of developing new games.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2005 - triangle.txt,257,easy,Developme To To learn Study software Easy to use nt team develop a project related developing working issues environment program Appendix D: Use Case diagram,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2005 - znix.txt,69,simple,• Provide a simple API for developing ZNIX-aware client applications.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - eirene sys 15.txt,266,fast,(I) 3.4.4 Achievement of fast call setup times requires information in the setup message to be compressed.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2006 - eirene sys 15.txt,465,simple,"(O) 5.6.5ii If automatic network selection is implemented, the driver shall be capable of deactivating and/or re-activating this function using simple MMI actions.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - stewards.txt,64,efficient,"2.4 Operating Environment The rule for selecting hardware and software is that the components/application must be functionally efficient, capable of interfacing with other software, and easy to maintain.","Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2006 - stewards.txt,64,easy,"2.4 Operating Environment The rule for selecting hardware and software is that the components/application must be functionally efficient, capable of interfacing with other software, and easy to maintain.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2006 - stewards.txt,102,easy,"3.1.1 Description and Priority The database management system should be stable and secured, have high performance (in terms of speed and efficiency/effectiveness), and be easy to maintain.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2006 - stewards.txt,119,simple,"FR-2.3: Browse, query, and download individual sampling station data and metadata Provide access to the data via browsing of sites, stations, and instruments; allow for simple queries to individual datasets; provide a metadata search tool to query dataset parameters; and allow for downloading of datasets (full or partial).","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - stewards.txt,156,secure,"Further, secure, off-site storage will be performed on a weekly basis with 24-hour retrieval times.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2006 - stewards.txt,200,simple,"External Interface Requirements 4.1 User Interfaces The user interface will be simple and consistent, using terminology commonly understood by the intended users of the system.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - stewards.txt,201,simple,"The system will have a simple interface, consistent with industry standard interfaces, to eliminate the need for user training of infrequent users.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - stewards.txt,204,intuitive,"User testing will be used to ensure the user interface is clear (simple, commonly understood vocabulary, intuitive to use without training), complete (users can perform all functions from the interface), and consistent (buttons and wording are the same throughout the system).","Replace with usability metric, e.g., 'Task success rate ≥ 85% in usability test.'"
2006 - stewards.txt,204,simple,"User testing will be used to ensure the user interface is clear (simple, commonly understood vocabulary, intuitive to use without training), complete (users can perform all functions from the interface), and consistent (buttons and wording are the same throughout the system).","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2006 - stewards.txt,266,easy,"PHP - An HTML-embedded Web scripting language Populating Data – initial uploading of data into the database Portability - (1) A term used to describe an object that can be easily moved, such as a portable computer; (2) When referring to computer software, portability refers to how easy a software program can be moved between computer Operating Systems.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2006 - stewards.txt,306,user friendly,DS-5: Messages: (cid:131) Descriptive and user friendly messages for invalid input should be provided in all the pages.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2007 - central trading system.txt,17,easy,"The CTS provides the terminal users easy Operations that are confined to a series of mouse clicks and keyboard, which compared to other systems are really much simplified.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - central trading system.txt,121,simple,"14 Version 1.0 6 CRC index cards Class: PretreatmentOfInstruction Description: After a new instruction come, we must get key information from instruction and solve some simple problems by necessary constraints and some key rules Responsibility: Collaborator: Determination of prices ’increments and decrements constraints of Instruction Freeze account of buyers ManagementOfDatabase Prededuct commission charge and tax ManagementOfDatabase Log instruction Send to Management of instruction ManagementOfInstruction Class: ManagementOfInstruction Description: Manage and maintain the instructions of buyers and sellers Responsibility: Collaborator: Add instructions Cancel instructions Search instructions Sort instructions Class: ManagementOfInstruction Class: ManagementOfDealing Description: Deal business following the key rules, and some operations are executed after the deals Responsibility: Collaborator: 15 Version 1.0 Deal the business Log the results of business Store some key data to database ManagementOfDatabase Determine the commission charge and tax Class: ManagementOfDatabase Description: Support the basic operations interface of database for other modules Responsibility: Collaborator: Operations of account, insert, delete, update Operations of stock, insert, delete, update 7 Validation Criteria 7.1 Interface criteria The central trading system has relation with three modules that are trading client serve、trading manager system、information releasing module.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,89,fast,"1.4 System overview 1.4.1 Extent of specification 1.4.1.1 To meet the functionality and performance requirements of EIRENE, the following system services are required: - voice services: - point-to-point voice calls; - public emergency calls; - broadcast voice calls; - group voice calls; - multi-party voice calls; Page 14 PSA167D005-7 1 Introduction - data services: - text message bearer service; - bearer service for general data applications; - bearer service for automatic fax; - bearer service for train control applications; - call related services: - closed user group; - multi-level priority and pre-emption; - advanced call handling, such as call hold, call transfer, call queuing, etc; - auto answer service; - barring incoming or outgoing calls; - call supervisory indications; - charging information; - railway specific applications: - support for functional addressing by train, engine or coach number or functional number; - call specific persons depending upon user location; - specific mode for shunting operations providing a link assurance signal; - multiple driver communications within the same train; - railway operational emergency calls; - direct mode facility for local set-to-set operation without network infrastructure; - railway specific features: - set-up of urgent or frequent calls through single keystroke or similar; - display of functional identity of calling/called party; - fast and guaranteed call set-up; - seamless communication support for train speeds up to 500 km/h; - automatic and manual test modes with fault indications; - control over mobile network selection; - control over system configuration.","Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2007 - eirene fun 7.txt,351,simple,"Manual network selection 5.2.3.23 Using a simple MMI action, it shall be possible for the driver to view a prioritised list of all authorised mobile radio networks (see section 10.5).","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,352,simple,"(M) 5.2.3.23i When presented with this list, it shall be possible for the driver (using simple MMI actions) to select the required mobile radio network manually, whereupon the Cab radio shall attempt to attach to this selected network.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,385,simple,(M) 5.2.3.43 The actions required from the driver will be as simple as possible.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,481,easy,"(I) Physical conditions 6.3.2 The General purpose radio should be small, compact and easy to carry.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - eirene fun 7.txt,724,simple,13.2.2 Stage 1: Warning 13.2.2.1 A Railway emergency call shall be able to be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios).,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,792,simple,"The process for acceptance (or rejection) of new members, and for admission and removal of temporary members, shall be simple.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - eirene fun 7.txt,798,simple,"The ability to talk shall be achieved through use of the Push-To-Talk function; - a minimum of one channel is to be available for use of direct mode facilities; - if more than one channel is provided, there must be a function allowing the user to manually select the channel; - where equipment provides both normal and direct mode capability, the user shall be able to switch between the two modes in a straightforward manner (but not by accident); - the user may only select direct mode when the normal mobile telephony services are not available; - controls shall be simple to use, eg: - direct mode on/off switch; - Push-To-Talk function; - channel selection; - volume control; - battery warning for handportables; PSA167D005-7 Page 91 - battery life for handportables operating in direct mode shall be a minimum of 8 hours based on the following cycle: - 20% transmit; - 20% receive; - 60% stand-by; - when direct mode is used as a fall-back, an audible and visual indication shall be provided of normal mobile telephony services returning.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - get real 0.2.txt,16,easy,1.4 Project Scope The scope of the Get Real website is to provide a high school teen friendly set of web pages that are easy to navigate and at the same time provides sufficient depth and information about careers in computer science.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - get real 0.2.txt,87,fast,3.12 Ask a Grad or Prof – FAQ (new) Get fast feedback from the Oregon University System on questions asked in a Q and A format.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2007 - mdot.txt,56,scalable,"A representation based on services and interfaces inherently leads to a flexible, scalable, and maintainable design.","Quantify scale, e.g., 'supports 10k concurrent users with <X latency'."
2007 - mdot.txt,61,scalable,"A DUAP system based on a service-oriented architecture will then be flexible, scalable, and maintainable.","Quantify scale, e.g., 'supports 10k concurrent users with <X latency'."
2007 - mdot.txt,66,simple,Michigan Department of Transportation VII Data Use Analysis and Processing System Requirements Specification Figure 1 is a simple (but abstract) representation of the DUAP system as a set of services.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - mdot.txt,82,fast,2.2.2 Dynamic Data Services The dynamic data services are a caching service intended to store DUAP data for fast access over a relatively short duration.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2007 - mdot.txt,97,simple,This could be as simple as structuring data for presentation as a report on a DUAP Web page.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - mdot.txt,223,fast,IS-010-015 The DUAP Input Services shall be able to collect probe ConOps § 4.2 The specific format of the H vehicle data from the Chrysler Fast Feedback (telematics interface is to be determined demonstration) fleet using the Chrysler telematics in the design of the prototype.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2007 - nde.txt,210,reliable,"SE2 Lower the cost and Design Requirement Open ~Analysis of risks of operating A: Design an Architecture: designs the systems that will Operational During the first generate and EnvironmentThe year of the distribute NPOESS- contractor shall contract, prior to derived products to design and provide a coding, the customers reliable cost estimate contractor shall of an NDE product develop a set of processing system diagrams and (develop a set of supporting text diagrams and that describes supporting text) with NDE product an open architecture, processing in the such that its context of all capabilities can be NESDIS data executed by other processing satellite data missions.Reusabi processing lity: During the applications and can first year of the easily be operated on contract, prior to 35 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 other platforms.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2007 - nde.txt,211,reliable,"coding, the Capabilities that must contractor shall be specified in this provide a set of design include, but diagrams and are not limited to:- supporting text Database that describes an management systems NDE product (DBMS)- Work processing management and system in which scheduling systems- the maximum Libraries - Object number of system repositories- Object elements are repository content accessible by the Shared data objects greatest possible (i.e., lookup tables, number of ancillary data) Shared product procedural objects processing (i.e., utilities, called- applications.Reli modules, subroutines, ability: The etc.) NDE operational environment will be designed for a high degree of reliability- maintain full operational status 98% of the time over any 12 month period.Performa nce: The NDE operational environment will be designed for optimal resource utilizationSecurit y: The NDE operational environment will be designed for a high degrees of confidentiality, integrity, and availability SE3 Lower the cost and Design Requirement Open ~Analysis of 36 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 risks of developing, B: Design a Architecture: designs maintaining, and Development During the first enhancing the EnvironmentSpecify year of the system's data and provide a reliable contract, prior to processing and cost estimate of a coding, the scientific capabilities shared, scalable contractor shall infrastructure for use develop a set of by developers and diagrams and maintainers of data supporting text processing functions that describes and of scientific NDE algorithms that development replicates, to the capabilities in greatest extent the context of all possible, the system NESDIS data described as processing fulfillment of Design missions.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2007 - nde.txt,211,scalable,"coding, the Capabilities that must contractor shall be specified in this provide a set of design include, but diagrams and are not limited to:- supporting text Database that describes an management systems NDE product (DBMS)- Work processing management and system in which scheduling systems- the maximum Libraries - Object number of system repositories- Object elements are repository content accessible by the Shared data objects greatest possible (i.e., lookup tables, number of ancillary data) Shared product procedural objects processing (i.e., utilities, called- applications.Reli modules, subroutines, ability: The etc.) NDE operational environment will be designed for a high degree of reliability- maintain full operational status 98% of the time over any 12 month period.Performa nce: The NDE operational environment will be designed for optimal resource utilizationSecurit y: The NDE operational environment will be designed for a high degrees of confidentiality, integrity, and availability SE3 Lower the cost and Design Requirement Open ~Analysis of 36 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 risks of developing, B: Design a Architecture: designs maintaining, and Development During the first enhancing the EnvironmentSpecify year of the system's data and provide a reliable contract, prior to processing and cost estimate of a coding, the scientific capabilities shared, scalable contractor shall infrastructure for use develop a set of by developers and diagrams and maintainers of data supporting text processing functions that describes and of scientific NDE algorithms that development replicates, to the capabilities in greatest extent the context of all possible, the system NESDIS data described as processing fulfillment of Design missions.","Quantify scale, e.g., 'supports 10k concurrent users with <X latency'."
2007 - nde.txt,216,reliable,"Performance: The NDE development 37 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 environment will be designed for optimal resource utilization Maintainability: Thecontractor provides a set of recommendations for the most appropriate development tools demonstrating that they are:~ widely supported in the remote sensing software industry ~ the most likely to be known by future NESDIS support staff Reliability: The NDE development environment will be designed for a high degree of reliability - accessible to no less than 100 developers 95% of the time over any 12 month period Security: The NDE development environment will be designed for a high degrees of confidentiality, integrity, and availability Partitioning: The NDE 38 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 development environment will be designed to support segregated domains to support different levels of testing (e.g.; unit, string, etc.) SE4 Lower the cost and Design Ease of Use, ~Analysis of risks of transitioning Requirement C: Efficiency, System Test system elements into Design a System Manageability: Designs operations Test Environment During the first Specify and provide a year of the reliable cost estimate contract, prior to of a segregated test coding, the capability that contractor shall replicates, to the provide a set of greatest extent diagrams, possible, the system supporting text, described as and procedures fulfillment of Design that describe a Requirement A System Test (above).","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2007 - nde.txt,219,reliable,"customers as “quasi- operational.”) Evaluate candidate system elements for operational fitness, performing 39 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 appropriate - Analysis of documentation in terms of conformity to Configuration Management Standards (tbd) - Parallel tests - Stress Tests - Regression Tests Cooperate with NESDIS algorithm developers to identify System Test procedures, standards, and the criteria to be applied in determining a system element's fitness for operational status Provide a reliable, easily accessible source of information to developers about the criteria that will be applied by the System Test team to determine a system element's fitness for operational status.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2007 - nde.txt,252,secure,"Reliability: After System Test logs restart, automated of automated 47 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 procedures in each recovery of each of the 3 of the 3 environments environments perform their Conformance to functions as they Standards: did prior to system Comparison of failure the written Conformance to descriptions of Standards: NDE's NDE's automated automated recovery backup procedures conform capabilities with to NESDIS NESDIS standards standards User Need: The priority of system recovery procedures are based on user community (i.e., end users, developers, non- subscribers, etc.) needs as determined by management decision Recovery Time: Each of the NDE systems can be restarted to satisfy a Recovery Time Objectives (RTO) tbd by NESDIS Management SM 9 NDE data System Management Data Integrity: Data Integrity: assets are valid Requirement I:The Conformance to Analysis of contractor shall implement NESDIS, DOC, System Test logs secure procedures and and other relevant of scenarios that technologies to protect the government threatened data integrity of NDE's data in security standards validity the event of:~ human errors when data is entered, ~ errors that occur when data is transmitted from one 48 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 computer to another, ~ software bugs or viruses, ~ hardware malfunctions, such as disk crashes, and ~ natural disasters, such as fires and floods SM 10 NDE data System Management Confidentiality: Confidentiality: assets are Requirement J:The Conformance to Analysis of confidential contractor shall implement NESDIS, DOC, System Test logs procedures and and other relevant of scenarios that technologies to ensure that government threatened NDE NDE information is security standards confidentiality accessible only to those authorized to have access SM 11 NDE data see System Operations Availability: see Availability: see assets are Requirement G & H System System available (above): Management Operations Requirement H Requirement G & (above) H (above) SM 12 The System Operations ~ Completeness & ~ Completeness Operational Requirement A:The Accuracy: In Open & Accuracy: system contractor shall develop mode, all data is Analysis of operates in an and implement procedures available to all System Open Mode to make data available to customers and Performance logs all users in Open Mode.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2007 - nde.txt,268,scalable,"(See Performance Standards for Operations above)~ Scalability: Additional capacity (throughput, latency, performance) I 2 Establish a Implement the NDE ~ Throughput: Throughput, scalable Operational capability For NPP alone, Latency:~ infrastructure according to a schedule 4TB/day For NPP Analysis of for consistent with Table 2: and NPOESS C1, 8 System Test Logs operational Timetable of NDE TB/day For generated no later product Infrastructure Tasks:~ NPOESS C1 and than October 1 generation Acquire or lease all C2, 8 TB/day For 2008 (or 18 and operational infrastructure NPOESS C1, C2, months prior to distribution, elements required: and C3, 12 NPOESS C1 beginning with hardware, COTS software, TB/day~ Latency: launch if launch NPP, that is telecommunications, products available date slips).~ After consistent with middleware, etc.~ Install to customers less NPP LEOP, Software and integrate all the than 5 minutes after NOAA 54 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Engineering necessary operational final receipt of all inspection of Design infrastructure necessary data Product Requirement components~ Operate and elements (standard Generation A, in order to administer the operational to be applied for Control Logs provide infrastructure~ Execute all 98% of all Scalability: telecommunic necessary upgrades to products) ~ ~Interoperabilit ations, data infrastructure components Scalability: y: Analysis of management, in accordance with vendor Additional capacity System storage, and changes and NESDIS (throughput, Performance processing standards latency, Logs capabilities to performance) can support the be created without NPP satellite redesign of the mission.","Quantify scale, e.g., 'supports 10k concurrent users with <X latency'."
2007 - nde.txt,397,secure,"operational procedures and policies systems will be available systems will be for securing systems secure ESPC systems The Contractor shall Completeness: All Review of the ESPC will be able to be develop and deliver security documentation systems SSP, Self certified and (DOC/NOAA/NESDIS) has been completed.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2007 - nde.txt,460,secure,"phone calls, email local time and posted contacts in daily logs to secure web site.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2007 - nde.txt,553,secure,"SA2 ESPC is able to The Contractor plan for new shall support systems, and for technical planning changes to existing for new systems, systems new interfaces to systems, new system requirements, and relocation of systems SA3 Problems with The Contractor production systems shall analyze will be resolved as problems with soon as possible productions systems, and propose solutions 88 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 or workarounds that will allow production processing on the systems to continue SA4 The performance The Contractor utilization of ESPC shall monitor and system resources provide reports on will be known the performance and utilization of ESPC system resources, and make recommendations for improvement SA5 ESPC systems will The Contractor An ESPC system, or be secure shall follow ESPC ESPC data, will (DOC/NOAA/NES never be DIS) procedures compromised and policies for securing ESPC systems SA6 ESPC systems will The Contractor be managed shall implement according to ESPC ESPC policies for policies system management, including: backup/recovery, storage management, data management, access control, and workload management Desired Outcomes Required Service Performance Monitoring Method Standard SA7 Reactive Software The Contractor During normal Use Daily Maintenance -All shall resolve working hours, Monitoring Reports unexpected problems in the within 1 hour of and recorded time of software problems receiving, problem discovery, Contractor and networking processing, the Contractor shall notification of problems will be monitoring, and notify the GTM of GTMs 89 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 resolved as quickly delivery of satellite the status of the GTM will verify that as possible data to users problem resolution the Contractor If problem is internal resolved the problem to application within 24 hours of software systems and discovery the problem is impacting product delivery or product quality then the problem shall be resolved within 24 hours of discovery SA8 User Support - The Contractor Contractor shall NESDIS use of daily Time to resolve shall respond to complete the agreed monitoring reports, problems or GTM within 24 upon actions as weekly reports, and respond to hours of receiving identified status meeting customer inquiries customer inquiries reports is as short as with steps to be possible to taken for resolution minimize impact on user community SA9 Assigned tasks are The Contractor 100% of the time the Use of task manager completed on shall complete Contractor shall system, regular schedule assigned complete the status meetings, and maintenance tasks assigned tasks on or weekly status reports on or before the before the due date mutually (GTM and Contractor) agreed upon due dates 90 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 (ESPC Data Distribution Access Outcomes Matrix) Desired Performance Monitoring Required Service Outcomes Standard Method DD1 Ability to maintain The Contractor shall Reliability: 99.9% NESDIS inspection ESPC TCP/IP Manage and networks uptime per of system logs protocols for the maintain ESPC week systems and TCP/IP protocols for internal data and the systems and clock networks internal data and clock networks DD2 Ability to maintain The Contractor shall Reliability: 99.9% NESDIS inspection network devices maintain network network devices and of system logs and servers devices and servers, servers uptime per which are redundant week with spare units or backup DD3 Ability to maintain The Contractor shall Reliability: 99% NESDIS inspection the ESPC external maintain the ESPC external networks of system logs data networks external data uptime per week networks, domestic and international with backup circuits for some and Internet fall back for others DD4 Contractor shall Syslog report Completeness: Completeness: automate report highlight of desired automated tasks shall NESDIS inspection gathering areas (probes, be initiated by an of scheduler reports functions intrusions, failures, automated scheduler Reliability: NESDIS etc) formatted Reliability: 99.9% of inspection of similar to open scheduled tasks will performance logs source parsing tools execute on time.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2007 - puget sound.txt,18,simple,"General System Functional Requirements 12 4.1 Usability 12 4.1.1 As far as possible, the system should provide a simple, responsive interface.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - puget sound.txt,138,robust,"3.6 Social Networking Applications The social, collaborative components of Moodle are not very robust.","Specify failure modes and recovery time, e.g., 'recovers within 5s after transient failure'."
2007 - puget sound.txt,141,simple,"A freely available wiki should provide a simple markup language that actors can use to style their input, as well as link to other pages in the wiki.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - puget sound.txt,155,simple,"General System Functional Requirements 4.1 Usability 4.1.1 As far as possible, the system should provide a simple, responsive interface.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2007 - puget sound.txt,157,easy,"The system should be configurable from a single source at a central administrative position, and should provide a central, easy-to-use interface that will allow administrators to configure the user interface and features in a way that reduces page clutter.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - puget sound.txt,180,easy,Users must have easy access to help while interacting with the system.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - water use.txt,226,reliable,So if we bring them up in an area we know we have reliable data.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2007 - water use.txt,272,easy,"View Land Use • Information RW6 Have an easy way to query data by various fields: View Water Use • SW17 • Issue date Permit Search RW26a • Expiration date • Use type or other commodity • Predominate use • Pumpage reports • Permitted quantities • Permit status (active/delete/app/permit) 18 Water Use Tracking Project – February 13, 2007 Software Requirements Specification Req ID Requirement Statement Use Case SW18 Ability to pull a well package that provides a view of Generate Well • water use at a particular time that is then plugged into Package models used to generate water use amounts.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2007 - water use.txt,553,user-friendly,"36 Water Use Tracking Project – February 13, 2007 Software Requirements Specification Req # Requirement Statement SW10 System has to be user-friendly.","Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2007 - water use.txt,573,reliable,SW1 The results from queries need to be consistent and reliable over time.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2008 - keepass.txt,12,secure,"Its purpose is to keep all of the user’s passwords, data, email accounts, usernames and URLs stored in a very secure, encrypted database, protected by a Master Password.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,34,simple,1.4 Project Scope KeePass Password Safe is a small system that can be easily transferred from computer to computer by a simple USB stick.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2008 - keepass.txt,35,secure,Its purpose is to solve a problem that really bothers many people today when they have to choose from memorizing a lot of passwords to be secure or to use every time the same one so they won’t forget it but risk be found out by others.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,36,secure,"So it provides you a very secure, encrypted database where you can keep inside all your passwords, usernames, email accounts, URLs, notes without any risk for others to find them.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,48,simple,Every user has a unique Master Key which can be simple or composite and its combination opens uniquely the database.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2008 - keepass.txt,80,secure,• Secure Edit Controls KeePass offers the ability for passwords and data to be appeared behind asterisks when the user wants it.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,81,secure,"When this option is turned on, secure edit controls stronger than the ones of Windows are protecting your data and no one can access them, see them or steal them.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,113,secure,"Specific Technologies used in KeePass Password Safe: • In order to keep the user’s data fully protected, 2 very secure algorithms are used: Cipher Block Size Key Size Advanced Encryption Standard (AES / Rijndael) 128 bits 256 bits Twofish 128 bits 256 bits In both algorithms every time the user saves a database, a random 128-bit initialization vector is generated.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - keepass.txt,114,secure,"• For the creation of the 256-bit key the Cipher uses, the Secure Hash Algorithm SHA-256 is used.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - peering.txt,36,scalable,"Initiation: A CDN’s reach and scale is limited by its ability to handle peak load, cost of equipment, scalable infrastructure, and/or demand for the increased coverage of its infrastructure.","Quantify scale, e.g., 'supports 10k concurrent users with <X latency'."
2008 - peering.txt,128,secure,It is anticipated that a cryptographically secure auction-based framework will be used to assist content replication among peered CDNs to allow incentives for all participants.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2008 - vub.txt,2098,easy,"• The other necessary/available operations (functionalities) are discussed in section 2.3 2.2.6 Site adaptation requirements The PMS will be easy to install, with Ruby 1.8 (or later) installed and will run under a Linux-based environment.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2008 - vub.txt,2205,simple,"(http://wilma.vub.ac.be) • The web interface will be attractive, simple and standard (W3C XHTML [3]) • All functions and options of the PMS should be available in the least amount of clicks, while maintaining a certain amount of structure.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
