file,smell,sentence
2006 - eirene sys 15.txt,Ambiguity,Controller An individual responsible for the conduct of some aspect of train operations (also known as dispatcher).
2006 - eirene sys 15.txt,Ambiguity,Driver safety device An on-train system which monitors the alertness of the driver and provides warning and alarms to other systems as appropriate.
2006 - eirene sys 15.txt,Ambiguity,The Primary Controller is normally responsible for the operation of a designated area of track.
2006 - eirene sys 15.txt,Incompleteness,Radio Block Centre An ERTMS/ETCS term referring to a centralised safety unit to establish and control train separation using radio as the train to ground communication medium.
2006 - eirene sys 15.txt,Ambiguity,In this case a lookout is often required to report progress to the driver.
2006 - eirene sys 15.txt,Incompleteness,"(I) PSA167D006-15 Page 25 Network Network EIRENE requirements configuration (section 2) (section 3) Subscriber management Numbering plan (section 10) (sections 9,11) Page 26 PSA167D006-15 eliboM tnempiuqE Fixed Network (no interoperability requirements) (MORANE CHPC FIS) (MORANE LDA FIS) (MORANE PFN FIS) (MORANE FA FIS) Cab radio GP radio Operational (sections 4,5) (sections 4,6) radio (sections 4,7) rellortnoC dexiF tnempiuqe krowteN edom tceriD )51 noitces( Controller equipment (section 8) no interoperability specifications no interoperability specifications EIRENE Train Control Operational GSM GSM ETCS/ERTMS (section 5) R-MSG krowteN Network Network requirements configuration (section 2) (section 3) Subscriber management Numbering plan (section 10) (sections 9,11) eliboM tnempiuqE Fixed Network (no interoperability requirements) (MORANE CHPC FIS) (MORANE LDA FIS) (MORANE PFN FIS) (MORANE FA FIS) Cab radio GP radio Operational (sections 4,5) (sections 4,6) radio (sections 4,7) rellortnoC dexiF tnempiuqe krowteN edom tceriD )51 noitces( Controller equipment (section 8) )41 noitces( edom gnitnuhS ,)31 noitces( sllac ycnegremE ,)21 noitces( gnigassem txeT ,)5 noitces( noissimsnarT ataD Radio Block Centre no interoperability specifications no interoperability specifications Train Control Operational GSM GSM ETCS/ERTMS (section 5) (MORANE EURO FFFIS) PFN = Presentation of Functional Numbers LDA = Location Dependent Addressing CHPC = Confirmation of High Priority Calls FA = Functional Addressing EURO = EURORADIO Figure 1-1: Layout of EIRENE specifications and details of interfaces 1.2.3 The application of this specification will ensure interoperability for trains and staff crossing national or other borders between systems."
2006 - eirene sys 15.txt,Incompleteness,"To meet additional functionality and performance requirements, this standard is to be supplemented by: (I) - the following GSM services: - voice broadcast service; - voice group call service; - enhanced multi-level precedence and pre-emption; - General Packet Radio Service (GPRS); - railway specific applications: - exchange of number and location information between train and ground to support functional and location dependent addressing; - emergency calls; - shunting mode; - multiple driver communications; - direct mode facility for set-to-set operation; - railway specific features, network parameters and standards: - link assurance signal; PSA167D006-15 Page 27 - calling and connected line presentation of functional identities; - cab radio, man-machine and other interfaces; - environmental specifications; - controller position functional specifications; - system configuration (numbering plans, priority levels, subscriber details, closed user groups, etc)."
2006 - eirene sys 15.txt,Incompleteness,1.4.2.6 EIRENE will provide the radio bearer for ERTMS/ETCS.
2006 - eirene sys 15.txt,Incompleteness,The EURORADIO layers are responsible for ensuring the overall safety of the transmission link between train-borne and trackside ERTMS/ETCS applications.
2006 - eirene sys 15.txt,Ambiguity,"1.4.3 Railway specific services and facilities 1.4.3.1 To meet the specific railway requirements, a number of additional features are required some of which have been incorporated in the GSM Standard."
2006 - eirene sys 15.txt,Ambiguity,To overcome this difficulty a translation facility will be provided to allow calls to functional numbers to be forwarded to the most appropriate personal number at that time.
2006 - eirene sys 15.txt,Ambiguity,Thus calls made to a train number are forwarded by the network to the appropriate driver or locomotive for that train at that time.
2006 - eirene sys 15.txt,Incompleteness,Additional information on communication requirements for the ERTMS/ETCS application is provided in [ERTMS COMMS].
2006 - eirene sys 15.txt,Incompleteness,(I) 3.2.2 The following minimum values shall apply: (M) - coverage probability of 95% based on a coverage level of 38.5 dBmV/m (-98 dBm) for voice and non-safety critical data; - coverage probability of 95% based on a coverage level of 41.5 dBmV/m (-95 dBm) on lines with ETCS levels 2/3 for speeds lower than or equal to 220km/h.
2006 - eirene sys 15.txt,Incompleteness,3.2.3 The following minimum values are recommended: (I) - coverage probability of 95% based on a coverage level of 44.5 dBmV/m (-92 dBm) on lines with ETCS levels 2/3 for speeds above 280km/h; - coverage probability of 95% based on a coverage level between 41.5 dBmV/m and 44.5 dBmV/m (-95 dBm and –92 dBm) on lines with ETCS levels 2/3 for speeds above 220km/h and lower than or equal to 280km/h.
2006 - eirene sys 15.txt,Incompleteness,"Note 2: The values for ETCS levels 2/3 concerning coverage and speed-limitations are to be validated and, if necessary, reviewed after the first operational implementation of ETCS."
2006 - eirene sys 15.txt,Incompleteness,(M) Note: Authentication may be delayed if necessary to achieve the required call setup times.
2006 - eirene sys 15.txt,Vagueness,(I) 3.4.4 Achievement of fast call setup times requires information in the setup message to be compressed.
2006 - eirene sys 15.txt,Incompleteness,"(O) 4.1.4 This specification defines three distinct mobile radio types according to the type of role they will perform and the environment they will operate in, as follows: (I) a) Cab radio - for use by the driver of a train and by ERTMS/ETCS; b) General purpose radio - for general use by railway personnel; c) Operational radio - for use by railway personnel involved in train operations such as shunting and trackside maintenance."
2006 - eirene sys 15.txt,Incompleteness,"(M) 4.5.4 The categories of requirements defined in each section describing mobile equipment are as follows: (I) - climatic conditions (temperature, humidity, solar radiation, altitude, etc); - physical conditions (flammability, contamination, physical protection, etc); - mechanical conditions (shock and vibration); - electrical conditions (power supply variation, battery life, overloading, etc); - EMC (both emissions and immunity); - tests required to validate compliance with EIRENE specification."
2006 - eirene sys 15.txt,Ambiguity,"(I) 5.3 Driver call-related functions Call controller 5.3.1 Upon an appropriate MMI action, the radio shall initiate a call to the appropriate controller with ‘Railway operation’ priority (see section 10.2)."
2006 - eirene sys 15.txt,Ambiguity,"(M) Start Lead driver initiates one-to- one call to assisting driver Lead driver places one-to- one call on hold Lead driver Lead driver initiates next places multi- one-to-one call party call on hold Yes Lead driver Add another requests multi- user party call No End Figure 5-2: Multi-party call initiation Call train staff 5.3.10 Upon activation of the function ‘Call train staff’, the radio shall determine the appropriate functional number based on the staff member selected and the train number (see section 9)."
2006 - eirene sys 15.txt,Ambiguity,"(M) 5.5.8 (*) When there are several controllers of the same type associated with a cell, and no external means of selecting the appropriate one, the choice may be given by the system to the driver, or a VGCS call may be established to all of the relevant controllers after initiating the ‘Call controller’ function."
2006 - eirene sys 15.txt,Ambiguity,(M) 5.6 Other Cab radio functions Handle incoming/outgoing calls to/from appropriate on-train users or devices 5.6.1 Incoming calls to the Cab radio shall be routed to the correct on-train user or device using information contained in the sub-addressing field.
2006 - eirene sys 15.txt,Ambiguity,(M) Automatic network selection 5.6.5i The Cab radio should be capable of selecting the most appropriate mobile radio network automatically using the selection criteria stated in section 10.5.
2006 - eirene sys 15.txt,Vagueness,"(O) 5.6.5ii If automatic network selection is implemented, the driver shall be capable of deactivating and/or re-activating this function using simple MMI actions."
2006 - eirene sys 15.txt,Incompleteness,(I) 5.8 Cab radio interfaces to on-train systems 5.8.1 The following list catalogues the interfaces that should be provided by the Cab Radio to the on-train systems: - Train borne recorder; (O) - ERTMS/ETCS interface; (O) - Public Address; (O) - UIC Intercom; (O) - Driver’s Safety Device; (O) - Other interfaces.
2006 - eirene sys 15.txt,Ambiguity,(I) 5.10 ERTMS/ETCS interface 5.10.1 Some Cab radios will be required to provide communications for ERTMS/ETCS.
2006 - eirene sys 15.txt,Incompleteness,(I) 5.10 ERTMS/ETCS interface 5.10.1 Some Cab radios will be required to provide communications for ERTMS/ETCS.
2006 - eirene sys 15.txt,Incompleteness,"(I) 5.10.2 If ERTMS/ETCS communications are required, an interface as defined in the FFFIS for EURORADIO [MORANE EURO FFFIS] shall be implemented."
2006 - eirene sys 15.txt,Ambiguity,"(M) 6.3.2 Upon switch on, once the radio is connected to a mobile network, it shall be able to receive all calls made using the MSISDN or appropriate group call number."
2006 - eirene sys 15.txt,Ambiguity,"(M) 7.3.2 Upon switch on, once the radio is connected to a mobile network, it shall be able to receive all calls made using the MSISDN or appropriate group call number."
2006 - eirene sys 15.txt,Ambiguity,"(M) Call controller 7.3.4 Upon receipt of the call establishment request, the radio shall retrieve the stored number for the appropriate controller from the SIM or other storage location."
2006 - eirene sys 15.txt,Ambiguity,"(M) 7.3.5 Once an appropriate number has been obtained, the radio shall initiate a call to this number with ‘Railway operation’ priority (see section 10.2)."
2006 - eirene sys 15.txt,Incompleteness,"Furthermore, standardised allocation of numbers to subscribers is likely to facilitate schemes for identification, barring etc."
2006 - eirene sys 15.txt,Ambiguity,(I) 9.1.6 Each railway should have appropriate call-barring facilities to prevent unintended access to the GSM-R network by non-authorised users.
2006 - eirene sys 15.txt,Ambiguity,"(M) Use of MSISDN number 9.2.9 Implementation of the EIRENE numbering plan shall not prohibit any authorised caller from using the MSISDN number where known, thus enabling mobiles to be assigned to particular personnel where this is appropriate."
2006 - eirene sys 15.txt,Ambiguity,"Page 88 PSA167D006-15 9 Numbering plan 9.3 Numbering plan limitations 9.3.1 The EIRENE network can not be considered as a fully private network, as some parts of either the mobile or fixed networks may be provided by public operators."
2006 - eirene sys 15.txt,Ambiguity,"(I) Number allocation 9.3.2 To achieve integration of the EIRENE numbering plan with the national public numbering plan, telephone numbers have to be allocated by the various numbering regulatory bodies on a national basis."
2006 - eirene sys 15.txt,Ambiguity,(M) Use of alphanumerical numbers 9.3.5 In some countries Train Numbers are alphanumeric.
2006 - eirene sys 15.txt,Ambiguity,"(M) Structure of International EIRENE Number 9.6.3 The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2: (M) Figure 9-2: International EIRENE Number structure - International Code (IC), which shall be used to route calls to the appropriate GSM-R network; - National EIRENE Number (NEN), which consists of the combination of Call Type and User Number and which is used to identify the called party."
2006 - eirene sys 15.txt,Ambiguity,(O) 9.7.4 It shall be possible for authorised subscribers of fixed and mobile networks to call mobiles using the appropriate MSISDN number.
2006 - eirene sys 15.txt,Ambiguity,(M) Page 98 PSA167D006-15 9 Numbering plan Code Description 10(00-99) Reserved for national use 11(00-19) Reserved for national use 112X Not used (note: 112 reserved for public emergency) 11(30-99) Reserved for national use 12XX* Route to most appropriate primary controller 13XX* Route to most appropriate secondary controller 14XX* Route to most appropriate power supply controller 15XX* Route to most appropriate ERTMS/ETCS RBC 1612 High priority call confirmations including railway emergency calls (see section 13) 16YY** Reserved for international use 1700 Driver Safety Device 17(01-99) Reserved for international use 18(00-99) Reserved for national use 19(00-99) Reserved for national use * XX may be used to provide supplementary location information within a cell.
2006 - eirene sys 15.txt,Incompleteness,(M) Page 98 PSA167D006-15 9 Numbering plan Code Description 10(00-99) Reserved for national use 11(00-19) Reserved for national use 112X Not used (note: 112 reserved for public emergency) 11(30-99) Reserved for national use 12XX* Route to most appropriate primary controller 13XX* Route to most appropriate secondary controller 14XX* Route to most appropriate power supply controller 15XX* Route to most appropriate ERTMS/ETCS RBC 1612 High priority call confirmations including railway emergency calls (see section 13) 16YY** Reserved for international use 1700 Driver Safety Device 17(01-99) Reserved for international use 18(00-99) Reserved for national use 19(00-99) Reserved for national use * XX may be used to provide supplementary location information within a cell.
2006 - eirene sys 15.txt,Incompleteness,(M) Function Code Function description 00 Spare alarm 01 Leading driver 02 – 05 Other drivers 06 Fax 07 Intercom 08 Public address 09 Reserved for international use 10 Chief conductor 11 Second conductor 12 Third conductor 13 Fourth conductor 14 – 19 Reserved for international use (train crew) 20 Catering staff chief 21 – 29 Reserved for international use (catering staff) 30 Railway security services chief 31 – 39 Reserved for international use (security services) 40 ERTMS/ETCS 41-49 Reserved for international use (ERTMS/ETCS) 50 Train-borne recorder 51 Diagnostics 52 Train data bus 53 Train location system 54-59 Reserved for international applications for on train equipment 60 Pre-recorded passenger info 61 Displayed passenger information unit 62 – 69 Reserved for international use (passenger services) 70 – 79 Reserved for international use 80 – 99 Reserved for national use Note: Function Codes are reserved for international applications except when shown as “Reserved for national use”.
2006 - eirene sys 15.txt,Ambiguity,"(I) PSA167D006-15 Page 105 BC IC CT UIN FC Comment 1 0 0 0 Reserved for national use : : : 1 0 9 9 Reserved for national use 1 1 2 X Not used 1 2 X X Route to most appropriate primary controller 1 3 X X Route to most appropriate secondary controller 1 4 X X Route to most appropriate power supply controller 1 5 X X Route to most appropriate ERTMS/ETCS RBC 1 6 1 2 High priority call confirmations including railway emergency calls 1 6 Y Y Reserved for international use 1 7 0 0 Driver Safety Device 1 7 Y Y Reserved for international use 1 8 Y Y Reserved for national use 1 9 Y Y Reserved for national use 2 0 0 0 0 X F F Train Function Number; TN consists of one digit 2 0 0 0 Y X F F Train Function Number; TN consists of two digits 2 0 0 Y X X F F Train Function Number; TN consists of three digits 2 0 Y X X X F F Train Function Number; TN consists of four digits 2 Y X X X X F F Train Function Number; TN consists of five digits 2 X X X X X X F F Train Function Number; TN consists of six digits 2 X X X X X X X F F Train Function Number; TN consists of seven digits 2 X X X X X X X X F F Train Function Number; TN consists of eight digits 3 X X X X X X X X F F Engine Function Number 4 R R X X X X X X X F F Coach Function Number 5 0 S S S S S 1 X X Group call - Reserved for national use 5 0 S S S S S 2 0 0 Group call - Train groups: Default group 5 0 S S S S S 2 X X Group call - Reserved for national use 5 0 S S S S S 2 9 9 Group call - Train groups: Emergency call 5 0 S S S S S 3 X X Group call - Reserved for national use 5 0 S S S S S 4 X X Group call - Reserved for national use 5 0 S S S S S 5 0 0 Group call - Shunting groups: Default group 5 0 S S S S S 5 0 1 Group call - Shunting groups: Team number 01 5 0 S S S S S : : 5 0 S S S S S 5 2 9 Group call - Shunting groups: Team number 29 5 0 S S S S S 5 3 0 Group call - Station and security staff: Default group 5 0 S S S S S 5 3 X Group call - Station and security staff: Reserved for international use 5 0 S S S S S 5 3 9 Group call - Station and security staff: Emergency call 5 0 S S S S S 5 4 X Group call - Reserved for international use 5 0 S S S S S 5 5 X Group call - Reserved for international use 5 0 S S S S S 5 6 0 Group call - Trackside maintenance groups: Default group 5 0 S S S S S 5 6 X Group call - Trackside maintenance groups: Reserved for international use 5 0 S S S S S 5 6 9 Group call - Trackside maintenance groups: Emergency call 5 0 S S S S S 5 7 0 Group call - Controller groups: Default group 5 0 S S S S S 5 7 X Group call - Controller groups: Reserved for international use 5 0 S S S S S 5 7 9 Group call - Controller groups: Emergency call 5 0 S S S S S 5 8 0 Group call - Reserved for international use 5 0 S S S S S 5 9 X Group call - Reserved for international use 5 0 S S S S S 5 9 9 Group call - Shunting groups: Emergency call 5 0 S S S S S 6 X X Group call - Reserved for national use 5 0 S S S S S 7 X X Group call - Reserved for national use 5 0 S S S S S 8 X X Group call - Reserved for national use 5 0 S S S S S 9 X X Group call - Reserved for national use 5 0 S S S S S 0 X X Group call - Reserved for national use 5 1 S S S S S 1 X X Broadcast call - Reserved for international use 5 1 S S S S S 2 X X Broadcast call - Train groups 5 1 S S S S S 3 X X Broadcast call - Station and security staff groups 5 1 S S S S S 4 X X Broadcast call - Reserved for national use 5 1 S S S S S 5 X X Broadcast call - Shunting groups 5 1 S S S S S 6 X X Broadcast call - Trackside maintenance groups 5 1 S S S S S 7 X X Broadcast call - Controller groups 5 1 S S S S S 8 X X Broadcast call - Reserved for international use 5 1 S S S S S 9 X X Broadcast call - Reserved for international use 5 1 S S S S S 0 X X Broadcast call - Reserved for international use 5 2 Reserved for international use : : 5 5 Reserved for international use 5 6 Reserved for national use : : 5 9 Reserved for national use 6 L L L L L 1 Y X X Reserved for international use 6 L L L L L 2 Y X X Reserved for international use 6 L L L L L 3 Y X X Reserved for international use 6 L L L L L 4 Y X X Reserved for national use 6 L L L L L 5 0 X X Shunting team - Team leader 1 X X Shunting team - Team member #1 2 X X Shunting team - Team member #2 3 X X Shunting team - Team member #3 4 X X Shunting team - Train driver 5 X X Reserved for national use 6 X X Reserved for national use 7 X X Reserved for national use 8 X X Reserved for national use 9 X X Reserved for national use 6 L L L L L 6 Y X X Reserved for national use 6 L L L L L 7 Y X X Reserved for national use 6 L L L L L 8 Y X X Reserved for national use 6 L L L L L 9 Y X X Reserved for national use 6 L L L L L 0 Y X X Reserved for international use 7 L L L L L 0 1 Primary controller L L L L L 0 2 Secondary controller L L L L L 0 3 Power supply controller L L L L L 0 4 Reserved for international use L L L L L : : L L L L L 1 0 Reserved for international use L L L L L 1 1 Reserved for national use L L L L L : : L L L L L 9 9 Reserved for national use 8 Mobile Subscriber Number 9 0 0 Gateway to other GSM-R network 0 1 Gateway to private railway network 0 X Reserved for national use 0 Reserved for PSTN Access Codes Table 9B-1: National Functional Numbering plan overview Page 106 PSA167D006-15 10 Subscriber management 10.1 Introduction 10.1.1 In order to provide a consistent level of service in each railway network and, in particular, to ensure interoperability for train drivers and other users roaming between networks, it is important to harmonise subscription details and other information stored in the network."
2006 - eirene sys 15.txt,Incompleteness,"(I) PSA167D006-15 Page 105 BC IC CT UIN FC Comment 1 0 0 0 Reserved for national use : : : 1 0 9 9 Reserved for national use 1 1 2 X Not used 1 2 X X Route to most appropriate primary controller 1 3 X X Route to most appropriate secondary controller 1 4 X X Route to most appropriate power supply controller 1 5 X X Route to most appropriate ERTMS/ETCS RBC 1 6 1 2 High priority call confirmations including railway emergency calls 1 6 Y Y Reserved for international use 1 7 0 0 Driver Safety Device 1 7 Y Y Reserved for international use 1 8 Y Y Reserved for national use 1 9 Y Y Reserved for national use 2 0 0 0 0 X F F Train Function Number; TN consists of one digit 2 0 0 0 Y X F F Train Function Number; TN consists of two digits 2 0 0 Y X X F F Train Function Number; TN consists of three digits 2 0 Y X X X F F Train Function Number; TN consists of four digits 2 Y X X X X F F Train Function Number; TN consists of five digits 2 X X X X X X F F Train Function Number; TN consists of six digits 2 X X X X X X X F F Train Function Number; TN consists of seven digits 2 X X X X X X X X F F Train Function Number; TN consists of eight digits 3 X X X X X X X X F F Engine Function Number 4 R R X X X X X X X F F Coach Function Number 5 0 S S S S S 1 X X Group call - Reserved for national use 5 0 S S S S S 2 0 0 Group call - Train groups: Default group 5 0 S S S S S 2 X X Group call - Reserved for national use 5 0 S S S S S 2 9 9 Group call - Train groups: Emergency call 5 0 S S S S S 3 X X Group call - Reserved for national use 5 0 S S S S S 4 X X Group call - Reserved for national use 5 0 S S S S S 5 0 0 Group call - Shunting groups: Default group 5 0 S S S S S 5 0 1 Group call - Shunting groups: Team number 01 5 0 S S S S S : : 5 0 S S S S S 5 2 9 Group call - Shunting groups: Team number 29 5 0 S S S S S 5 3 0 Group call - Station and security staff: Default group 5 0 S S S S S 5 3 X Group call - Station and security staff: Reserved for international use 5 0 S S S S S 5 3 9 Group call - Station and security staff: Emergency call 5 0 S S S S S 5 4 X Group call - Reserved for international use 5 0 S S S S S 5 5 X Group call - Reserved for international use 5 0 S S S S S 5 6 0 Group call - Trackside maintenance groups: Default group 5 0 S S S S S 5 6 X Group call - Trackside maintenance groups: Reserved for international use 5 0 S S S S S 5 6 9 Group call - Trackside maintenance groups: Emergency call 5 0 S S S S S 5 7 0 Group call - Controller groups: Default group 5 0 S S S S S 5 7 X Group call - Controller groups: Reserved for international use 5 0 S S S S S 5 7 9 Group call - Controller groups: Emergency call 5 0 S S S S S 5 8 0 Group call - Reserved for international use 5 0 S S S S S 5 9 X Group call - Reserved for international use 5 0 S S S S S 5 9 9 Group call - Shunting groups: Emergency call 5 0 S S S S S 6 X X Group call - Reserved for national use 5 0 S S S S S 7 X X Group call - Reserved for national use 5 0 S S S S S 8 X X Group call - Reserved for national use 5 0 S S S S S 9 X X Group call - Reserved for national use 5 0 S S S S S 0 X X Group call - Reserved for national use 5 1 S S S S S 1 X X Broadcast call - Reserved for international use 5 1 S S S S S 2 X X Broadcast call - Train groups 5 1 S S S S S 3 X X Broadcast call - Station and security staff groups 5 1 S S S S S 4 X X Broadcast call - Reserved for national use 5 1 S S S S S 5 X X Broadcast call - Shunting groups 5 1 S S S S S 6 X X Broadcast call - Trackside maintenance groups 5 1 S S S S S 7 X X Broadcast call - Controller groups 5 1 S S S S S 8 X X Broadcast call - Reserved for international use 5 1 S S S S S 9 X X Broadcast call - Reserved for international use 5 1 S S S S S 0 X X Broadcast call - Reserved for international use 5 2 Reserved for international use : : 5 5 Reserved for international use 5 6 Reserved for national use : : 5 9 Reserved for national use 6 L L L L L 1 Y X X Reserved for international use 6 L L L L L 2 Y X X Reserved for international use 6 L L L L L 3 Y X X Reserved for international use 6 L L L L L 4 Y X X Reserved for national use 6 L L L L L 5 0 X X Shunting team - Team leader 1 X X Shunting team - Team member #1 2 X X Shunting team - Team member #2 3 X X Shunting team - Team member #3 4 X X Shunting team - Train driver 5 X X Reserved for national use 6 X X Reserved for national use 7 X X Reserved for national use 8 X X Reserved for national use 9 X X Reserved for national use 6 L L L L L 6 Y X X Reserved for national use 6 L L L L L 7 Y X X Reserved for national use 6 L L L L L 8 Y X X Reserved for national use 6 L L L L L 9 Y X X Reserved for national use 6 L L L L L 0 Y X X Reserved for international use 7 L L L L L 0 1 Primary controller L L L L L 0 2 Secondary controller L L L L L 0 3 Power supply controller L L L L L 0 4 Reserved for international use L L L L L : : L L L L L 1 0 Reserved for international use L L L L L 1 1 Reserved for national use L L L L L : : L L L L L 9 9 Reserved for national use 8 Mobile Subscriber Number 9 0 0 Gateway to other GSM-R network 0 1 Gateway to private railway network 0 X Reserved for national use 0 Reserved for PSTN Access Codes Table 9B-1: National Functional Numbering plan overview Page 106 PSA167D006-15 10 Subscriber management 10.1 Introduction 10.1.1 In order to provide a consistent level of service in each railway network and, in particular, to ensure interoperability for train drivers and other users roaming between networks, it is important to harmonise subscription details and other information stored in the network."
2006 - eirene sys 15.txt,Ambiguity,(I) 13.3 Initiation of Railway emergency calls 13.3.1 A Railway emergency call shall be initiated by using the appropriate function code for the required type of Railway emergency call (see Table 9-8).
2006 - eirene sys 15.txt,Ambiguity,(M) 13.4 Receipt of Railway emergency calls 13.4.1 Each mobile shall store a list of emergency Group IDs in the SIM appropriate to its function (the Cab radio will store Group ID 299 and 599 - see table 9-8).
2006 - eirene sys 15.txt,Ambiguity,(M) 13.4.2 All Railway emergency group IDs required for interoperability and appropriate to the operation of the mobile shall maintain active status whilst the mobile is powered up.
2006 - eirene sys 15.txt,Ambiguity,Enter the appropriate group ID.
2006 - eirene sys 15.txt,Ambiguity,(M) Page 130 PSA167D006-15 15 Direct mode 15.1 Introduction 15.1.1 The operational requirement for direct mode is to: (I) 1) provide short range fall-back communications between train drivers and trackside personnel in the event of failure of all railway and/or public GSM services normally available; 2) provide short range communications for railway personnel operating in remote areas where no GSM facilities are available.
2006 - stewards.txt,Ambiguity,"Other Nonfunctional Requirements.....................................................................................12 5.1 Performance Requirements........................................................................................................12 5.2 Safety Requirements..................................................................................................................12 5.3 Security Requirements...............................................................................................................12 5.4 Software Quality Attributes.......................................................................................................13 Appendix A: Acronyms and Glossary........................................................................................13 Appendix B: Analysis Models.....................................................................................................16 Appendix C: Issues List...............................................................................................................16 Appendix D: Database team members.......................................................................................16 Appendix E: System Detailed Specifications.............................................................................17 Appendix F: System Design……………………………………………………………………18 Appendix G: Linkage of STEWARDS to Other USDA/ARS Data/Modeling Systems.……39 Appendix H: Task Flow of STEWARDS……………………………………………………...40 Appendix I: Data Structure for Two Types of Time Series Data in STEWARDS…………41 System Requirements Specification for STEWARDS Page iii Revision History Name Date Reason For Changes Version Sadler 11/10/04 First draft of assigned sections 0.1 Sadler 12/08/04 Third draft of assigned sections 0.3 James 2/8/05 Contributions 0.3b CEAP team 3/3/05 Discussions at Irving CEAP meeting d0.5 Sadler 3/8/05 Continued from Irving and other observations 0.6 James 3/10/05 Ongoing edits 0.61 Sadler 3/11/05 Added Jin-Song’s sections and Pruitt’s 0.62 comments, accepted some of Dave’s to make it easier to see the material changes."
2006 - stewards.txt,Ambiguity,"Wilson 4/7/05 Modified 3.1.2, 4.1, 4.2, 4.3, 4.4 and added 0.67 appendix E (Sadler accepted some changes and updated Table of contents and this table) James 4/11/05 Add to References (section 1.5)."
2006 - stewards.txt,Ambiguity,"Add to Analysis 0.68 Models (Appendix B) Sadler 4/13/05 Performed overview edit for internal 0.69 consistency, grammar, typos, and some aspects of 12 vs more watersheds."
2006 - stewards.txt,Ambiguity,"The purpose of this document is to describe the technical and operation requirements that meet the needs of the CEAP Watershed Assessment Studies, as well as additional needs of researchers at the watershed sites and diverse outside users, in adequate detail to provide the basis for the system design."
2006 - stewards.txt,Ambiguity,The system developer should review the document to ensure there is adequate information for defining an initial design of the system.
2006 - stewards.txt,Ambiguity,"The ARS Benchmark Watersheds represent primarily rainfed cropland, although some of the watersheds also contain irrigated cropland, grazingland, wetlands, and confined animal feeding operations."
2006 - stewards.txt,Ambiguity,"Environmental effects and benefits will be estimated primarily for water and soil resources, with some assessment of wildlife habitat and air quality benefits in some watersheds."
2006 - stewards.txt,Ambiguity,"The data system will serve as a repository where diverse end-users can access, search, analyze, visualize, and report various types of integrated watershed data contributed from the multiple locations."
2006 - stewards.txt,Ambiguity,"Diverse end-users can access, search, analyze, visualize, download, and report various types of integrated watershed data contributed from the multiple locations."
2006 - stewards.txt,Ambiguity,This includes the role commonly thought of as a Database Administrator (DBA).
2006 - stewards.txt,Vagueness,"2.4 Operating Environment The rule for selecting hardware and software is that the components/application must be functionally efficient, capable of interfacing with other software, and easy to maintain."
2006 - stewards.txt,Ambiguity,OE-2: The System shall operate on Certified and Accredited servers running the current corporate approved versions of operating systems as appropriate.
2006 - stewards.txt,Ambiguity,"2.6 User Documentation User documentation will consist of the several components usually expected of a modern web-based software application, including a tutorial, help pages, FAQ’s with an online request form, and a complete user’s manual."
2006 - stewards.txt,Vagueness,"UD-1: A tutorial will provide a quick start, a walk-thru of major system features, and further reference source for the complete system features."
2006 - stewards.txt,Ambiguity,UD-4: The user's guide (or user manual) will contain sufficient information and instructions required to access and use the data system.
2006 - stewards.txt,Ambiguity,"Samples of screens, where appropriate."
2006 - stewards.txt,Vagueness,"3.1.1 Description and Priority The database management system should be stable and secured, have high performance (in terms of speed and efficiency/effectiveness), and be easy to maintain."
2006 - stewards.txt,Vagueness,"FR-2.3: Browse, query, and download individual sampling station data and metadata Provide access to the data via browsing of sites, stations, and instruments; allow for simple queries to individual datasets; provide a metadata search tool to query dataset parameters; and allow for downloading of datasets (full or partial)."
2006 - stewards.txt,Ambiguity,There are some indications that the Federal government may implement the ISO 19115 geographic information/metadata standard in the future.
2006 - stewards.txt,Ambiguity,"HR-2.4: The system will use, where appropriate, the standard hardware and data communications resources provided by the ARS OCIO at the ARS George Washington Carver Center in Beltsville, MD."
2006 - stewards.txt,Ambiguity,"SR-3: Web Browsers and Browser Plug-ins – In support of External Interface requirements, commonly supported web browsers will be used to implement a thin-client architecture."
2006 - stewards.txt,Ambiguity,"SR-6: The system will use, where appropriate, the standard software resources provided by the ARS OCIO."
2006 - stewards.txt,Incompleteness,"First, the guidelines for quality assurance, including parameter-specific ranges, threshold values, quality flags etc., will be determined."
2006 - stewards.txt,Incompleteness,"Note that a) the primary responsibility for data quality assurance rests with the individual sites and b) the quality assurance ranges, criteria, etc., used here should be consistent with the quality assurance information specified in metadata (and may be a component of the data dictionary)."
2006 - stewards.txt,Ambiguity,"External Interface Requirements 4.1 User Interfaces The user interface will be simple and consistent, using terminology commonly understood by the intended users of the system."
2006 - stewards.txt,Vagueness,"External Interface Requirements 4.1 User Interfaces The user interface will be simple and consistent, using terminology commonly understood by the intended users of the system."
2006 - stewards.txt,Vagueness,"The system will have a simple interface, consistent with industry standard interfaces, to eliminate the need for user training of infrequent users."
2006 - stewards.txt,Ambiguity,"For additional details see Appendix E. User testing will be used to ensure the user interface is clear (simple, commonly understood vocabulary, intuitive to use without training), complete (users can perform all functions from the interface), and consistent (buttons and wording are the same throughout the system)."
2006 - stewards.txt,Vagueness,"For additional details see Appendix E. User testing will be used to ensure the user interface is clear (simple, commonly understood vocabulary, intuitive to use without training), complete (users can perform all functions from the interface), and consistent (buttons and wording are the same throughout the system)."
